Crop,Disease,Farmer_Symptoms,Technical_Symptoms,Treatment,Prevention,RecoveryTime,processed_symptoms
Colocasia (Arbi),Late Blight,"Rapid blighting, water-soaked lesions in cool, wet weather, खोडावर डाग दिसतोय",Phytophthora infestans sporulation (white growth undersides),Copper-based fungicides or cymoxanil+mancozeb,"Avoid leaf wetness, resistant varieties",1-3 weeks,"rapid blighting , water-soaked lesion in cool , wet weather , खोडावर डाग दिसतोय"
Colocasia (Arbi),Late Blight,"Rapid blighting, water-soaked lesions in cool, wet weather, पाने वाळली आहेत",Phytophthora infestans sporulation (white growth undersides),Copper-based fungicides or cymoxanil+mancozeb,"Avoid leaf wetness, resistant varieties",1-3 weeks,"rapid blighting , water-soaked lesion in cool , wet weather , पाने वाळली आहेत"
Colocasia (Arbi),Late Blight,"Rapid blighting, water-soaked lesions in cool, wet weather, खोड कोरडं पडतंय",Phytophthora infestans sporulation (white growth undersides),Copper-based fungicides or cymoxanil+mancozeb,"Avoid leaf wetness, resistant varieties",1-3 weeks,"rapid blighting , water-soaked lesion in cool , wet weather , खोड कोरडं पडतंय"
Elephant Foot Yam,Late Blight,"Rapid blighting, water-soaked lesions in cool, wet weather, खोड कोरडं पडतंय",Phytophthora infestans sporulation (white growth undersides),Copper-based fungicides or cymoxanil+mancozeb,"Avoid leaf wetness, resistant varieties",1-3 weeks,"rapid blighting , water-soaked lesion in cool , wet weather , खोड कोरडं पडतंय"
Elephant Foot Yam,Late Blight,"Rapid blighting, water-soaked lesions in cool, wet weather, पत्ता पिवळसर दिसतोय",Phytophthora infestans sporulation (white growth undersides),Copper-based fungicides or cymoxanil+mancozeb,"Avoid leaf wetness, resistant varieties",1-3 weeks,"rapid blighting , water-soaked lesion in cool , wet weather , पत्ता पिवळसर दिसतोय"
Elephant Foot Yam,Late Blight,"Rapid blighting, water-soaked lesions in cool, wet weather, खोडावर डाग दिसतोय",Phytophthora infestans sporulation (white growth undersides),Copper-based fungicides or cymoxanil+mancozeb,"Avoid leaf wetness, resistant varieties",1-3 weeks,"rapid blighting , water-soaked lesion in cool , wet weather , खोडावर डाग दिसतोय"
Elephant Foot Yam,Late Blight,"Rapid blighting, water-soaked lesions in cool, wet weather, मुळं सडलेली वाटतात",Phytophthora infestans sporulation (white growth undersides),Copper-based fungicides or cymoxanil+mancozeb,"Avoid leaf wetness, resistant varieties",1-3 weeks,"rapid blighting , water-soaked lesion in cool , wet weather , मुळं सडलेली वाटतात"
Elephant Foot Yam,Late Blight,"Rapid blighting, water-soaked lesions in cool, wet weather, पाने काळपट होत आहेत",Phytophthora infestans sporulation (white growth undersides),Copper-based fungicides or cymoxanil+mancozeb,"Avoid leaf wetness, resistant varieties",1-3 weeks,"rapid blighting , water-soaked lesion in cool , wet weather , पाने काळपट होत आहेत"
Elephant Foot Yam,Late Blight,"Rapid blighting, water-soaked lesions in cool, wet weather, पिक उभं असतानाच पडतंय",Phytophthora infestans sporulation (white growth undersides),Copper-based fungicides or cymoxanil+mancozeb,"Avoid leaf wetness, resistant varieties",1-3 weeks,"rapid blighting , water-soaked lesion in cool , wet weather , पिक उभं असतानाच पडतंय"
Elephant Foot Yam,Late Blight,"Rapid blighting, water-soaked lesions in cool, wet weather, पाने वाळली आहेत",Phytophthora infestans sporulation (white growth undersides),Copper-based fungicides or cymoxanil+mancozeb,"Avoid leaf wetness, resistant varieties",1-3 weeks,"rapid blighting , water-soaked lesion in cool , wet weather , पाने वाळली आहेत"
Elephant Foot Yam,Late Blight,"Rapid blighting, water-soaked lesions in cool, wet weather, झाड अचानक मरतंय",Phytophthora infestans sporulation (white growth undersides),Copper-based fungicides or cymoxanil+mancozeb,"Avoid leaf wetness, resistant varieties",1-3 weeks,"rapid blighting , water-soaked lesion in cool , wet weather , झाड अचानक मरतंय"
Elephant Foot Yam,Late Blight,"Rapid blighting, water-soaked lesions in cool, wet weather, पिकाची वाढ थांबली आहे",Phytophthora infestans sporulation (white growth undersides),Copper-based fungicides or cymoxanil+mancozeb,"Avoid leaf wetness, resistant varieties",1-3 weeks,"rapid blighting , water-soaked lesion in cool , wet weather , पिकाची वाढ थांबली आहे"
Elephant Foot Yam,Late Blight,"Rapid blighting, water-soaked lesions in cool, wet weather, पिक अचानक कोमेजलंय",Phytophthora infestans sporulation (white growth undersides),Copper-based fungicides or cymoxanil+mancozeb,"Avoid leaf wetness, resistant varieties",1-3 weeks,"rapid blighting , water-soaked lesion in cool , wet weather , पिक अचानक कोमेजलंय"
Luffa (Sponge Gourd),Late Blight,"Rapid blighting, water-soaked lesions in cool, wet weather, पाने काळपट होत आहेत",Phytophthora infestans sporulation (white growth undersides),Copper-based fungicides or cymoxanil+mancozeb,"Avoid leaf wetness, resistant varieties",1-3 weeks,"rapid blighting , water-soaked lesion in cool , wet weather , पाने काळपट होत आहेत"
Luffa (Sponge Gourd),Late Blight,"Rapid blighting, water-soaked lesions in cool, wet weather, पिकाची वाढ थांबली आहे",Phytophthora infestans sporulation (white growth undersides),Copper-based fungicides or cymoxanil+mancozeb,"Avoid leaf wetness, resistant varieties",1-3 weeks,"rapid blighting , water-soaked lesion in cool , wet weather , पिकाची वाढ थांबली आहे"
Luffa (Sponge Gourd),Late Blight,"Rapid blighting, water-soaked lesions in cool, wet weather, पिक उभं असतानाच पडतंय",Phytophthora infestans sporulation (white growth undersides),Copper-based fungicides or cymoxanil+mancozeb,"Avoid leaf wetness, resistant varieties",1-3 weeks,"rapid blighting , water-soaked lesion in cool , wet weather , पिक उभं असतानाच पडतंय"
Luffa (Sponge Gourd),Late Blight,"Rapid blighting, water-soaked lesions in cool, wet weather, खोड कोरडं पडतंय",Phytophthora infestans sporulation (white growth undersides),Copper-based fungicides or cymoxanil+mancozeb,"Avoid leaf wetness, resistant varieties",1-3 weeks,"rapid blighting , water-soaked lesion in cool , wet weather , खोड कोरडं पडतंय"
Luffa (Sponge Gourd),Late Blight,"Rapid blighting, water-soaked lesions in cool, wet weather, मुळं सडलेली वाटतात",Phytophthora infestans sporulation (white growth undersides),Copper-based fungicides or cymoxanil+mancozeb,"Avoid leaf wetness, resistant varieties",1-3 weeks,"rapid blighting , water-soaked lesion in cool , wet weather , मुळं सडलेली वाटतात"
Luffa (Sponge Gourd),Late Blight,"Rapid blighting, water-soaked lesions in cool, wet weather, खोडावर डाग दिसतोय",Phytophthora infestans sporulation (white growth undersides),Copper-based fungicides or cymoxanil+mancozeb,"Avoid leaf wetness, resistant varieties",1-3 weeks,"rapid blighting , water-soaked lesion in cool , wet weather , खोडावर डाग दिसतोय"
Luffa (Sponge Gourd),Late Blight,"Rapid blighting, water-soaked lesions in cool, wet weather, पत्ता पिवळसर दिसतोय",Phytophthora infestans sporulation (white growth undersides),Copper-based fungicides or cymoxanil+mancozeb,"Avoid leaf wetness, resistant varieties",1-3 weeks,"rapid blighting , water-soaked lesion in cool , wet weather , पत्ता पिवळसर दिसतोय"
Luffa (Sponge Gourd),Late Blight,"Rapid blighting, water-soaked lesions in cool, wet weather, झाड अचानक मरतंय",Phytophthora infestans sporulation (white growth undersides),Copper-based fungicides or cymoxanil+mancozeb,"Avoid leaf wetness, resistant varieties",1-3 weeks,"rapid blighting , water-soaked lesion in cool , wet weather , झाड अचानक मरतंय"
Luffa (Sponge Gourd),Late Blight,"Rapid blighting, water-soaked lesions in cool, wet weather, पाने वाळली आहेत",Phytophthora infestans sporulation (white growth undersides),Copper-based fungicides or cymoxanil+mancozeb,"Avoid leaf wetness, resistant varieties",1-3 weeks,"rapid blighting , water-soaked lesion in cool , wet weather , पाने वाळली आहेत"
Luffa (Sponge Gourd),Late Blight,"Rapid blighting, water-soaked lesions in cool, wet weather, पिक अचानक कोमेजलंय",Phytophthora infestans sporulation (white growth undersides),Copper-based fungicides or cymoxanil+mancozeb,"Avoid leaf wetness, resistant varieties",1-3 weeks,"rapid blighting , water-soaked lesion in cool , wet weather , पिक अचानक कोमेजलंय"
Snake Gourd,Late Blight,"Rapid blighting, water-soaked lesions in cool, wet weather, पाने वाळली आहेत",Phytophthora infestans sporulation (white growth undersides),Copper-based fungicides or cymoxanil+mancozeb,"Avoid leaf wetness, resistant varieties",1-3 weeks,"rapid blighting , water-soaked lesion in cool , wet weather , पाने वाळली आहेत"
Snake Gourd,Late Blight,"Rapid blighting, water-soaked lesions in cool, wet weather, झाड अचानक मरतंय",Phytophthora infestans sporulation (white growth undersides),Copper-based fungicides or cymoxanil+mancozeb,"Avoid leaf wetness, resistant varieties",1-3 weeks,"rapid blighting , water-soaked lesion in cool , wet weather , झाड अचानक मरतंय"
Snake Gourd,Late Blight,"Rapid blighting, water-soaked lesions in cool, wet weather, खोड कोरडं पडतंय",Phytophthora infestans sporulation (white growth undersides),Copper-based fungicides or cymoxanil+mancozeb,"Avoid leaf wetness, resistant varieties",1-3 weeks,"rapid blighting , water-soaked lesion in cool , wet weather , खोड कोरडं पडतंय"
Snake Gourd,Late Blight,"Rapid blighting, water-soaked lesions in cool, wet weather, मुळं सडलेली वाटतात",Phytophthora infestans sporulation (white growth undersides),Copper-based fungicides or cymoxanil+mancozeb,"Avoid leaf wetness, resistant varieties",1-3 weeks,"rapid blighting , water-soaked lesion in cool , wet weather , मुळं सडलेली वाटतात"
Snake Gourd,Late Blight,"Rapid blighting, water-soaked lesions in cool, wet weather, पाने काळपट होत आहेत",Phytophthora infestans sporulation (white growth undersides),Copper-based fungicides or cymoxanil+mancozeb,"Avoid leaf wetness, resistant varieties",1-3 weeks,"rapid blighting , water-soaked lesion in cool , wet weather , पाने काळपट होत आहेत"
Snake Gourd,Late Blight,"Rapid blighting, water-soaked lesions in cool, wet weather, खोडावर डाग दिसतोय",Phytophthora infestans sporulation (white growth undersides),Copper-based fungicides or cymoxanil+mancozeb,"Avoid leaf wetness, resistant varieties",1-3 weeks,"rapid blighting , water-soaked lesion in cool , wet weather , खोडावर डाग दिसतोय"
Snake Gourd,Late Blight,"Rapid blighting, water-soaked lesions in cool, wet weather, पिक अचानक कोमेजलंय",Phytophthora infestans sporulation (white growth undersides),Copper-based fungicides or cymoxanil+mancozeb,"Avoid leaf wetness, resistant varieties",1-3 weeks,"rapid blighting , water-soaked lesion in cool , wet weather , पिक अचानक कोमेजलंय"
Snake Gourd,Late Blight,"Rapid blighting, water-soaked lesions in cool, wet weather, पत्ता पिवळसर दिसतोय",Phytophthora infestans sporulation (white growth undersides),Copper-based fungicides or cymoxanil+mancozeb,"Avoid leaf wetness, resistant varieties",1-3 weeks,"rapid blighting , water-soaked lesion in cool , wet weather , पत्ता पिवळसर दिसतोय"
Snake Gourd,Late Blight,"Rapid blighting, water-soaked lesions in cool, wet weather, पिक उभं असतानाच पडतंय",Phytophthora infestans sporulation (white growth undersides),Copper-based fungicides or cymoxanil+mancozeb,"Avoid leaf wetness, resistant varieties",1-3 weeks,"rapid blighting , water-soaked lesion in cool , wet weather , पिक उभं असतानाच पडतंय"
Snake Gourd,Late Blight,"Rapid blighting, water-soaked lesions in cool, wet weather, पिकाची वाढ थांबली आहे",Phytophthora infestans sporulation (white growth undersides),Copper-based fungicides or cymoxanil+mancozeb,"Avoid leaf wetness, resistant varieties",1-3 weeks,"rapid blighting , water-soaked lesion in cool , wet weather , पिकाची वाढ थांबली आहे"
Ash Gourd,Late Blight,"Rapid blighting, water-soaked lesions in cool, wet weather, पिकाची वाढ थांबली आहे",Phytophthora infestans sporulation (white growth undersides),Copper-based fungicides or cymoxanil+mancozeb,"Avoid leaf wetness, resistant varieties",1-3 weeks,"rapid blighting , water-soaked lesion in cool , wet weather , पिकाची वाढ थांबली आहे"
Ash Gourd,Late Blight,"Rapid blighting, water-soaked lesions in cool, wet weather, मुळं सडलेली वाटतात",Phytophthora infestans sporulation (white growth undersides),Copper-based fungicides or cymoxanil+mancozeb,"Avoid leaf wetness, resistant varieties",1-3 weeks,"rapid blighting , water-soaked lesion in cool , wet weather , मुळं सडलेली वाटतात"
Ash Gourd,Late Blight,"Rapid blighting, water-soaked lesions in cool, wet weather, खोड कोरडं पडतंय",Phytophthora infestans sporulation (white growth undersides),Copper-based fungicides or cymoxanil+mancozeb,"Avoid leaf wetness, resistant varieties",1-3 weeks,"rapid blighting , water-soaked lesion in cool , wet weather , खोड कोरडं पडतंय"
Ash Gourd,Late Blight,"Rapid blighting, water-soaked lesions in cool, wet weather, झाड अचानक मरतंय",Phytophthora infestans sporulation (white growth undersides),Copper-based fungicides or cymoxanil+mancozeb,"Avoid leaf wetness, resistant varieties",1-3 weeks,"rapid blighting , water-soaked lesion in cool , wet weather , झाड अचानक मरतंय"
Ash Gourd,Late Blight,"Rapid blighting, water-soaked lesions in cool, wet weather, पाने वाळली आहेत",Phytophthora infestans sporulation (white growth undersides),Copper-based fungicides or cymoxanil+mancozeb,"Avoid leaf wetness, resistant varieties",1-3 weeks,"rapid blighting , water-soaked lesion in cool , wet weather , पाने वाळली आहेत"
Ash Gourd,Late Blight,"Rapid blighting, water-soaked lesions in cool, wet weather, पिक अचानक कोमेजलंय",Phytophthora infestans sporulation (white growth undersides),Copper-based fungicides or cymoxanil+mancozeb,"Avoid leaf wetness, resistant varieties",1-3 weeks,"rapid blighting , water-soaked lesion in cool , wet weather , पिक अचानक कोमेजलंय"
Ash Gourd,Late Blight,"Rapid blighting, water-soaked lesions in cool, wet weather, पिक उभं असतानाच पडतंय",Phytophthora infestans sporulation (white growth undersides),Copper-based fungicides or cymoxanil+mancozeb,"Avoid leaf wetness, resistant varieties",1-3 weeks,"rapid blighting , water-soaked lesion in cool , wet weather , पिक उभं असतानाच पडतंय"
Ash Gourd,Late Blight,"Rapid blighting, water-soaked lesions in cool, wet weather, पत्ता पिवळसर दिसतोय",Phytophthora infestans sporulation (white growth undersides),Copper-based fungicides or cymoxanil+mancozeb,"Avoid leaf wetness, resistant varieties",1-3 weeks,"rapid blighting , water-soaked lesion in cool , wet weather , पत्ता पिवळसर दिसतोय"
Ash Gourd,Late Blight,"Rapid blighting, water-soaked lesions in cool, wet weather, पाने काळपट होत आहेत",Phytophthora infestans sporulation (white growth undersides),Copper-based fungicides or cymoxanil+mancozeb,"Avoid leaf wetness, resistant varieties",1-3 weeks,"rapid blighting , water-soaked lesion in cool , wet weather , पाने काळपट होत आहेत"
Pointed Gourd (Parwal),Late Blight,"Rapid blighting, water-soaked lesions in cool, wet weather, पिकाची वाढ थांबली आहे",Phytophthora infestans sporulation (white growth undersides),Copper-based fungicides or cymoxanil+mancozeb,"Avoid leaf wetness, resistant varieties",1-3 weeks,"rapid blighting , water-soaked lesion in cool , wet weather , पिकाची वाढ थांबली आहे"
Pointed Gourd (Parwal),Late Blight,"Rapid blighting, water-soaked lesions in cool, wet weather, पत्ता पिवळसर दिसतोय",Phytophthora infestans sporulation (white growth undersides),Copper-based fungicides or cymoxanil+mancozeb,"Avoid leaf wetness, resistant varieties",1-3 weeks,"rapid blighting , water-soaked lesion in cool , wet weather , पत्ता पिवळसर दिसतोय"
Pointed Gourd (Parwal),Late Blight,"Rapid blighting, water-soaked lesions in cool, wet weather, पाने काळपट होत आहेत",Phytophthora infestans sporulation (white growth undersides),Copper-based fungicides or cymoxanil+mancozeb,"Avoid leaf wetness, resistant varieties",1-3 weeks,"rapid blighting , water-soaked lesion in cool , wet weather , पाने काळपट होत आहेत"
Pointed Gourd (Parwal),Late Blight,"Rapid blighting, water-soaked lesions in cool, wet weather, पिक अचानक कोमेजलंय",Phytophthora infestans sporulation (white growth undersides),Copper-based fungicides or cymoxanil+mancozeb,"Avoid leaf wetness, resistant varieties",1-3 weeks,"rapid blighting , water-soaked lesion in cool , wet weather , पिक अचानक कोमेजलंय"
Pointed Gourd (Parwal),Late Blight,"Rapid blighting, water-soaked lesions in cool, wet weather, खोड कोरडं पडतंय",Phytophthora infestans sporulation (white growth undersides),Copper-based fungicides or cymoxanil+mancozeb,"Avoid leaf wetness, resistant varieties",1-3 weeks,"rapid blighting , water-soaked lesion in cool , wet weather , खोड कोरडं पडतंय"
Pointed Gourd (Parwal),Late Blight,"Rapid blighting, water-soaked lesions in cool, wet weather, पिक उभं असतानाच पडतंय",Phytophthora infestans sporulation (white growth undersides),Copper-based fungicides or cymoxanil+mancozeb,"Avoid leaf wetness, resistant varieties",1-3 weeks,"rapid blighting , water-soaked lesion in cool , wet weather , पिक उभं असतानाच पडतंय"
Pointed Gourd (Parwal),Late Blight,"Rapid blighting, water-soaked lesions in cool, wet weather, खोडावर डाग दिसतोय",Phytophthora infestans sporulation (white growth undersides),Copper-based fungicides or cymoxanil+mancozeb,"Avoid leaf wetness, resistant varieties",1-3 weeks,"rapid blighting , water-soaked lesion in cool , wet weather , खोडावर डाग दिसतोय"
Pointed Gourd (Parwal),Late Blight,"Rapid blighting, water-soaked lesions in cool, wet weather, झाड अचानक मरतंय",Phytophthora infestans sporulation (white growth undersides),Copper-based fungicides or cymoxanil+mancozeb,"Avoid leaf wetness, resistant varieties",1-3 weeks,"rapid blighting , water-soaked lesion in cool , wet weather , झाड अचानक मरतंय"
Pointed Gourd (Parwal),Late Blight,"Rapid blighting, water-soaked lesions in cool, wet weather, पाने वाळली आहेत",Phytophthora infestans sporulation (white growth undersides),Copper-based fungicides or cymoxanil+mancozeb,"Avoid leaf wetness, resistant varieties",1-3 weeks,"rapid blighting , water-soaked lesion in cool , wet weather , पाने वाळली आहेत"
Pointed Gourd (Parwal),Late Blight,"Rapid blighting, water-soaked lesions in cool, wet weather, मुळं सडलेली वाटतात",Phytophthora infestans sporulation (white growth undersides),Copper-based fungicides or cymoxanil+mancozeb,"Avoid leaf wetness, resistant varieties",1-3 weeks,"rapid blighting , water-soaked lesion in cool , wet weather , मुळं सडलेली वाटतात"
Cumin,Leaf Blight,"Brown necrotic lesions on leaves, पिक अचानक कोमेजलंय",Alternaria/Cercospora leaf blight,Mancozeb sprays,"Sanitation, balanced nutrition",2-3 weeks,"brown necrotic lesion on leaf , पिक अचानक कोमेजलंय"
Cumin,Leaf Blight,"Brown necrotic lesions on leaves, झाड अचानक मरतंय",Alternaria/Cercospora leaf blight,Mancozeb sprays,"Sanitation, balanced nutrition",2-3 weeks,"brown necrotic lesion on leaf , झाड अचानक मरतंय"
Cumin,Leaf Blight,"Brown necrotic lesions on leaves, पाने वाळली आहेत",Alternaria/Cercospora leaf blight,Mancozeb sprays,"Sanitation, balanced nutrition",2-3 weeks,"brown necrotic lesion on leaf , पाने वाळली आहेत"
Cumin,Leaf Blight,"Brown necrotic lesions on leaves, मुळं सडलेली वाटतात",Alternaria/Cercospora leaf blight,Mancozeb sprays,"Sanitation, balanced nutrition",2-3 weeks,"brown necrotic lesion on leaf , मुळं सडलेली वाटतात"
Cumin,Leaf Blight,"Brown necrotic lesions on leaves, पाने काळपट होत आहेत",Alternaria/Cercospora leaf blight,Mancozeb sprays,"Sanitation, balanced nutrition",2-3 weeks,"brown necrotic lesion on leaf , पाने काळपट होत आहेत"
Cumin,Leaf Blight,"Brown necrotic lesions on leaves, पिकाची वाढ थांबली आहे",Alternaria/Cercospora leaf blight,Mancozeb sprays,"Sanitation, balanced nutrition",2-3 weeks,"brown necrotic lesion on leaf , पिकाची वाढ थांबली आहे"
Cumin,Leaf Blight,"Brown necrotic lesions on leaves, खोड कोरडं पडतंय",Alternaria/Cercospora leaf blight,Mancozeb sprays,"Sanitation, balanced nutrition",2-3 weeks,"brown necrotic lesion on leaf , खोड कोरडं पडतंय"
Cumin,Leaf Blight,"Brown necrotic lesions on leaves, खोडावर डाग दिसतोय",Alternaria/Cercospora leaf blight,Mancozeb sprays,"Sanitation, balanced nutrition",2-3 weeks,"brown necrotic lesion on leaf , खोडावर डाग दिसतोय"
Cumin,Leaf Blight,"Brown necrotic lesions on leaves, पिक उभं असतानाच पडतंय",Alternaria/Cercospora leaf blight,Mancozeb sprays,"Sanitation, balanced nutrition",2-3 weeks,"brown necrotic lesion on leaf , पिक उभं असतानाच पडतंय"
Cumin,Leaf Blight,"Brown necrotic lesions on leaves, पत्ता पिवळसर दिसतोय",Alternaria/Cercospora leaf blight,Mancozeb sprays,"Sanitation, balanced nutrition",2-3 weeks,"brown necrotic lesion on leaf , पत्ता पिवळसर दिसतोय"
Fennel,Leaf Blight,"Brown necrotic lesions on leaves, पिकाची वाढ थांबली आहे",Alternaria/Cercospora leaf blight,Mancozeb sprays,"Sanitation, balanced nutrition",2-3 weeks,"brown necrotic lesion on leaf , पिकाची वाढ थांबली आहे"
Fennel,Leaf Blight,"Brown necrotic lesions on leaves, पाने वाळली आहेत",Alternaria/Cercospora leaf blight,Mancozeb sprays,"Sanitation, balanced nutrition",2-3 weeks,"brown necrotic lesion on leaf , पाने वाळली आहेत"
Fennel,Leaf Blight,"Brown necrotic lesions on leaves, पत्ता पिवळसर दिसतोय",Alternaria/Cercospora leaf blight,Mancozeb sprays,"Sanitation, balanced nutrition",2-3 weeks,"brown necrotic lesion on leaf , पत्ता पिवळसर दिसतोय"
Fennel,Leaf Blight,"Brown necrotic lesions on leaves, पाने काळपट होत आहेत",Alternaria/Cercospora leaf blight,Mancozeb sprays,"Sanitation, balanced nutrition",2-3 weeks,"brown necrotic lesion on leaf , पाने काळपट होत आहेत"
Fennel,Leaf Blight,"Brown necrotic lesions on leaves, मुळं सडलेली वाटतात",Alternaria/Cercospora leaf blight,Mancozeb sprays,"Sanitation, balanced nutrition",2-3 weeks,"brown necrotic lesion on leaf , मुळं सडलेली वाटतात"
Fennel,Leaf Blight,"Brown necrotic lesions on leaves, खोडावर डाग दिसतोय",Alternaria/Cercospora leaf blight,Mancozeb sprays,"Sanitation, balanced nutrition",2-3 weeks,"brown necrotic lesion on leaf , खोडावर डाग दिसतोय"
Fennel,Leaf Blight,"Brown necrotic lesions on leaves, पिक अचानक कोमेजलंय",Alternaria/Cercospora leaf blight,Mancozeb sprays,"Sanitation, balanced nutrition",2-3 weeks,"brown necrotic lesion on leaf , पिक अचानक कोमेजलंय"
Fennel,Leaf Blight,"Brown necrotic lesions on leaves, खोड कोरडं पडतंय",Alternaria/Cercospora leaf blight,Mancozeb sprays,"Sanitation, balanced nutrition",2-3 weeks,"brown necrotic lesion on leaf , खोड कोरडं पडतंय"
Fennel,Leaf Blight,"Brown necrotic lesions on leaves, झाड अचानक मरतंय",Alternaria/Cercospora leaf blight,Mancozeb sprays,"Sanitation, balanced nutrition",2-3 weeks,"brown necrotic lesion on leaf , झाड अचानक मरतंय"
Coriander (Seed),Leaf Blight,"Brown necrotic lesions on leaves, खोडावर डाग दिसतोय",Alternaria/Cercospora leaf blight,Mancozeb sprays,"Sanitation, balanced nutrition",2-3 weeks,"brown necrotic lesion on leaf , खोडावर डाग दिसतोय"
Coriander (Seed),Leaf Blight,"Brown necrotic lesions on leaves, मुळं सडलेली वाटतात",Alternaria/Cercospora leaf blight,Mancozeb sprays,"Sanitation, balanced nutrition",2-3 weeks,"brown necrotic lesion on leaf , मुळं सडलेली वाटतात"
Coriander (Seed),Leaf Blight,"Brown necrotic lesions on leaves, पाने काळपट होत आहेत",Alternaria/Cercospora leaf blight,Mancozeb sprays,"Sanitation, balanced nutrition",2-3 weeks,"brown necrotic lesion on leaf , पाने काळपट होत आहेत"
Coriander (Seed),Leaf Blight,"Brown necrotic lesions on leaves, पाने वाळली आहेत",Alternaria/Cercospora leaf blight,Mancozeb sprays,"Sanitation, balanced nutrition",2-3 weeks,"brown necrotic lesion on leaf , पाने वाळली आहेत"
Coriander (Seed),Leaf Blight,"Brown necrotic lesions on leaves, पत्ता पिवळसर दिसतोय",Alternaria/Cercospora leaf blight,Mancozeb sprays,"Sanitation, balanced nutrition",2-3 weeks,"brown necrotic lesion on leaf , पत्ता पिवळसर दिसतोय"
Coriander (Seed),Leaf Blight,"Brown necrotic lesions on leaves, पिक अचानक कोमेजलंय",Alternaria/Cercospora leaf blight,Mancozeb sprays,"Sanitation, balanced nutrition",2-3 weeks,"brown necrotic lesion on leaf , पिक अचानक कोमेजलंय"
Coriander (Seed),Leaf Blight,"Brown necrotic lesions on leaves, झाड अचानक मरतंय",Alternaria/Cercospora leaf blight,Mancozeb sprays,"Sanitation, balanced nutrition",2-3 weeks,"brown necrotic lesion on leaf , झाड अचानक मरतंय"
Coriander (Seed),Leaf Blight,"Brown necrotic lesions on leaves, खोड कोरडं पडतंय",Alternaria/Cercospora leaf blight,Mancozeb sprays,"Sanitation, balanced nutrition",2-3 weeks,"brown necrotic lesion on leaf , खोड कोरडं पडतंय"
Coriander (Seed),Leaf Blight,"Brown necrotic lesions on leaves, पिक उभं असतानाच पडतंय",Alternaria/Cercospora leaf blight,Mancozeb sprays,"Sanitation, balanced nutrition",2-3 weeks,"brown necrotic lesion on leaf , पिक उभं असतानाच पडतंय"
Coriander (Seed),Leaf Blight,"Brown necrotic lesions on leaves, पिकाची वाढ थांबली आहे",Alternaria/Cercospora leaf blight,Mancozeb sprays,"Sanitation, balanced nutrition",2-3 weeks,"brown necrotic lesion on leaf , पिकाची वाढ थांबली आहे"
Turmeric,Leaf Blight,"Brown necrotic lesions on leaves, मुळं सडलेली वाटतात",Alternaria/Cercospora leaf blight,Mancozeb sprays,"Sanitation, balanced nutrition",2-3 weeks,"brown necrotic lesion on leaf , मुळं सडलेली वाटतात"
Turmeric,Leaf Blight,"Brown necrotic lesions on leaves, पिक अचानक कोमेजलंय",Alternaria/Cercospora leaf blight,Mancozeb sprays,"Sanitation, balanced nutrition",2-3 weeks,"brown necrotic lesion on leaf , पिक अचानक कोमेजलंय"
Turmeric,Leaf Blight,"Brown necrotic lesions on leaves, पिकाची वाढ थांबली आहे",Alternaria/Cercospora leaf blight,Mancozeb sprays,"Sanitation, balanced nutrition",2-3 weeks,"brown necrotic lesion on leaf , पिकाची वाढ थांबली आहे"
Turmeric,Leaf Blight,"Brown necrotic lesions on leaves, खोड कोरडं पडतंय",Alternaria/Cercospora leaf blight,Mancozeb sprays,"Sanitation, balanced nutrition",2-3 weeks,"brown necrotic lesion on leaf , खोड कोरडं पडतंय"
Turmeric,Leaf Blight,"Brown necrotic lesions on leaves, पाने काळपट होत आहेत",Alternaria/Cercospora leaf blight,Mancozeb sprays,"Sanitation, balanced nutrition",2-3 weeks,"brown necrotic lesion on leaf , पाने काळपट होत आहेत"
Turmeric,Leaf Blight,"Brown necrotic lesions on leaves, झाड अचानक मरतंय",Alternaria/Cercospora leaf blight,Mancozeb sprays,"Sanitation, balanced nutrition",2-3 weeks,"brown necrotic lesion on leaf , झाड अचानक मरतंय"
Turmeric,Leaf Blight,"Brown necrotic lesions on leaves, पाने वाळली आहेत",Alternaria/Cercospora leaf blight,Mancozeb sprays,"Sanitation, balanced nutrition",2-3 weeks,"brown necrotic lesion on leaf , पाने वाळली आहेत"
Turmeric,Leaf Blight,"Brown necrotic lesions on leaves, खोडावर डाग दिसतोय",Alternaria/Cercospora leaf blight,Mancozeb sprays,"Sanitation, balanced nutrition",2-3 weeks,"brown necrotic lesion on leaf , खोडावर डाग दिसतोय"
Turmeric,Leaf Blight,"Brown necrotic lesions on leaves, पत्ता पिवळसर दिसतोय",Alternaria/Cercospora leaf blight,Mancozeb sprays,"Sanitation, balanced nutrition",2-3 weeks,"brown necrotic lesion on leaf , पत्ता पिवळसर दिसतोय"
Ginger,Leaf Blight,"Brown necrotic lesions on leaves, मुळं सडलेली वाटतात",Alternaria/Cercospora leaf blight,Mancozeb sprays,"Sanitation, balanced nutrition",2-3 weeks,"brown necrotic lesion on leaf , मुळं सडलेली वाटतात"
Ginger,Leaf Blight,"Brown necrotic lesions on leaves, खोडावर डाग दिसतोय",Alternaria/Cercospora leaf blight,Mancozeb sprays,"Sanitation, balanced nutrition",2-3 weeks,"brown necrotic lesion on leaf , खोडावर डाग दिसतोय"
